track_id,track_name,artist_name,popularity,album,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,"['Cris Mj', 'Duki', 'Nicki Nicole', 'Standly', 'Stars Music Chile']",72,Marisola (Remix),spotify:track:0NO2zL0kw8sGGnaMvHKAZF,0.765,0.872,1,-5.863,1,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,audio_features,0NO2zL0kw8sGGnaMvHKAZF,https://api.spotify.com/v1/tracks/0NO2zL0kw8sGGnaMvHKAZF,https://api.spotify.com/v1/audio-analysis/0NO2zL0kw8sGGnaMvHKAZF,237474,4
3E8xyYdIPpiH2wNEozE68I,Pégate,['Standly'],70,Pégate,spotify:track:3E8xyYdIPpiH2wNEozE68I,0.83,0.818,7,-5.028,1,0.0552,0.306,0.0,0.0906,0.828,98.008,audio_features,3E8xyYdIPpiH2wNEozE68I,https://api.spotify.com/v1/tracks/3E8xyYdIPpiH2wNEozE68I,https://api.spotify.com/v1/audio-analysis/3E8xyYdIPpiH2wNEozE68I,186097,4
6G7zOOJuIVDMOVpNKDoPgt,Bailando,"['El Jordan 23', 'Standly']",56,Bailando,spotify:track:6G7zOOJuIVDMOVpNKDoPgt,0.823,0.584,10,-7.06,0,0.241,0.522,0.0,0.0895,0.576,95.021,audio_features,6G7zOOJuIVDMOVpNKDoPgt,https://api.spotify.com/v1/tracks/6G7zOOJuIVDMOVpNKDoPgt,https://api.spotify.com/v1/audio-analysis/6G7zOOJuIVDMOVpNKDoPgt,224842,4
6J8lLpZoRCmB5pTrnB5jpV,Mi Gata,"['Standly', 'El Barto']",61,Mi Gata,spotify:track:6J8lLpZoRCmB5pTrnB5jpV,0.862,0.372,0,-10.909,0,0.453,0.554,0.0,0.144,0.494,94.994,audio_features,6J8lLpZoRCmB5pTrnB5jpV,https://api.spotify.com/v1/tracks/6J8lLpZoRCmB5pTrnB5jpV,https://api.spotify.com/v1/audio-analysis/6J8lLpZoRCmB5pTrnB5jpV,202478,4
2KxfFzjyd5mpJu66s66w2S,Baila para Mi,['Standly'],60,Baila para Mi,spotify:track:2KxfFzjyd5mpJu66s66w2S,0.833,0.503,0,-10.672,1,0.0851,0.225,0.000583,0.116,0.818,98.037,audio_features,2KxfFzjyd5mpJu66s66w2S,https://api.spotify.com/v1/tracks/2KxfFzjyd5mpJu66s66w2S,https://api.spotify.com/v1/audio-analysis/2KxfFzjyd5mpJu66s66w2S,164323,4
2pR6bipXfJySBhje19SW02,Marisola,"['Stars Music Chile', 'Cris Mj', 'Standly']",60,Marisola,spotify:track:2pR6bipXfJySBhje19SW02,0.806,0.85,1,-4.84,1,0.0967,0.155,0.0,0.201,0.728,95.014,audio_features,2pR6bipXfJySBhje19SW02,https://api.spotify.com/v1/tracks/2pR6bipXfJySBhje19SW02,https://api.spotify.com/v1/audio-analysis/2pR6bipXfJySBhje19SW02,184421,4
0YRgRpM2bdmQEkiI8bWDBA,Bailemos Reggaeton,['Standly'],59,Bailemos Reggaeton,spotify:track:0YRgRpM2bdmQEkiI8bWDBA,0.739,0.646,11,-5.533,1,0.151,0.014,0.0,0.158,0.723,90.012,audio_features,0YRgRpM2bdmQEkiI8bWDBA,https://api.spotify.com/v1/tracks/0YRgRpM2bdmQEkiI8bWDBA,https://api.spotify.com/v1/audio-analysis/0YRgRpM2bdmQEkiI8bWDBA,178667,4
5b0lXK1WJTKkDGbWlImwSb,Vida Peligrosa,['Standly'],57,Vida Peligrosa,spotify:track:5b0lXK1WJTKkDGbWlImwSb,0.804,0.609,1,-4.508,1,0.0978,0.333,0.0,0.114,0.618,95.021,audio_features,5b0lXK1WJTKkDGbWlImwSb,https://api.spotify.com/v1/tracks/5b0lXK1WJTKkDGbWlImwSb,https://api.spotify.com/v1/audio-analysis/5b0lXK1WJTKkDGbWlImwSb,166737,4
7BPHiBdGnMWZNbPNisJ19B,NO SUFRIRE POR NADIE (version urbana),"['Nickoog Clk', 'Maycol Rosero', 'Standly']",57,NO SUFRIRE POR NADIE (version urbana),spotify:track:7BPHiBdGnMWZNbPNisJ19B,0.716,0.713,9,-8.358,1,0.0332,0.0555,0.0,0.0981,0.454,112.493,audio_features,7BPHiBdGnMWZNbPNisJ19B,https://api.spotify.com/v1/tracks/7BPHiBdGnMWZNbPNisJ19B,https://api.spotify.com/v1/audio-analysis/7BPHiBdGnMWZNbPNisJ19B,302328,4
7vuo2dgIMzZWejlFk9avrl,Ese Corte - Remix,"['Balbi El Chamako', 'El Jordan 23', 'Standly', 'Julianno Sosa', 'Ak4:20', 'Pablo Chill-E', 'Alexio']",54,Ese Corte (Remix),spotify:track:7vuo2dgIMzZWejlFk9avrl,0.665,0.734,4,-6.644,0,0.0517,0.0273,0.0,0.152,0.789,95.031,audio_features,7vuo2dgIMzZWejlFk9avrl,https://api.spotify.com/v1/tracks/7vuo2dgIMzZWejlFk9avrl,https://api.spotify.com/v1/audio-analysis/7vuo2dgIMzZWejlFk9avrl,411961,4
0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,"['Shankar-Ehsaan-Loy', 'Rahat Fateh Ali Khan', 'Mahalakshmi Iyer', 'Gulzar']",67,Jhoom Barabar Jhoom,spotify:track:0u8wprNfOdcWpUlWnfMcpP,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,audio_features,0u8wprNfOdcWpUlWnfMcpP,https://api.spotify.com/v1/tracks/0u8wprNfOdcWpUlWnfMcpP,https://api.spotify.com/v1/audio-analysis/0u8wprNfOdcWpUlWnfMcpP,306834,4
0IudGhdeJZwJ0Ps6ndtQDt,Falak Tak,"['Vishal-Shekhar', 'Udit Narayan', 'Mahalakshmi Iyer', 'Kausar Munir']",66,Tashan,spotify:track:0IudGhdeJZwJ0Ps6ndtQDt,0.718,0.697,2,-6.474,0,0.135,0.634,1.53e-05,0.0563,0.62,143.907,audio_features,0IudGhdeJZwJ0Ps6ndtQDt,https://api.spotify.com/v1/tracks/0IudGhdeJZwJ0Ps6ndtQDt,https://api.spotify.com/v1/audio-analysis/0IudGhdeJZwJ0Ps6ndtQDt,356180,4
5pQODzb8j3xMQ1qvrQXJvo,Laung Da Lashkara,"['Mahalakshmi Iyer', 'Hard Kaur', 'Jassi']",61,Patiala House,spotify:track:5pQODzb8j3xMQ1qvrQXJvo,0.841,0.74,9,-8.432,1,0.13,0.05,2.22e-06,0.128,0.626,109.033,audio_features,5pQODzb8j3xMQ1qvrQXJvo,https://api.spotify.com/v1/tracks/5pQODzb8j3xMQ1qvrQXJvo,https://api.spotify.com/v1/audio-analysis/5pQODzb8j3xMQ1qvrQXJvo,304467,4
34wsgkPMRk3xIfHdwtezbf,Tainu Leke,"['Sonu Nigam', 'Mahalakshmi Iyer']",59,Salaam-E-Ishq,spotify:track:34wsgkPMRk3xIfHdwtezbf,0.796,0.94,7,-6.858,1,0.0804,0.17,0.000168,0.249,0.699,117.008,audio_features,34wsgkPMRk3xIfHdwtezbf,https://api.spotify.com/v1/tracks/34wsgkPMRk3xIfHdwtezbf,https://api.spotify.com/v1/audio-analysis/34wsgkPMRk3xIfHdwtezbf,273578,4
00QuXoF6LyKwH9xz7lXGdf,Kurukku Siruthvalea (From Mudhalvan),"['Hariharan', 'Mahalakshmi Iyer']",52,Singer Special Hariharan and K.J.Jesudas,spotify:track:00QuXoF6LyKwH9xz7lXGdf,0.69,0.518,11,-8.843,0,0.0845,0.17,1.77e-06,0.382,0.746,76.995,audio_features,00QuXoF6LyKwH9xz7lXGdf,https://api.spotify.com/v1/tracks/00QuXoF6LyKwH9xz7lXGdf,https://api.spotify.com/v1/audio-analysis/00QuXoF6LyKwH9xz7lXGdf,398341,4
3YB09zhSWO8mmESr8NUV0n,Manasa,"['Haricharan', 'Sadhana Sargam', 'Mahalakshmi Iyer', 'Naresh Iyer', 'Krishh']",58,Munna,spotify:track:3YB09zhSWO8mmESr8NUV0n,0.863,0.625,9,-6.901,0,0.0417,0.328,4.93e-06,0.0831,0.938,100.012,audio_features,3YB09zhSWO8mmESr8NUV0n,https://api.spotify.com/v1/tracks/3YB09zhSWO8mmESr8NUV0n,https://api.spotify.com/v1/audio-analysis/3YB09zhSWO8mmESr8NUV0n,349653,4
5XivnLj0dH0lIQByoC4ujL,"Velli Malare (From ""Jodi"")","['S. P. Balasubrahmanyam', 'Mahalakshmi Iyer']",54,S.P.Balasubramaniyam Hits,spotify:track:5XivnLj0dH0lIQByoC4ujL,0.535,0.86,11,-1.167,0,0.173,0.429,0.0,0.155,0.636,172.025,audio_features,5XivnLj0dH0lIQByoC4ujL,https://api.spotify.com/v1/tracks/5XivnLj0dH0lIQByoC4ujL,https://api.spotify.com/v1/audio-analysis/5XivnLj0dH0lIQByoC4ujL,389185,4
0pQ1wgWszm4PRX1BwNFUqp,Hey Shona,"['Vishal-Shekhar', 'Shaan', 'Mahalakshmi Iyer', 'Rajshri Sudhakar']",8,Ta Ra Rum Pum - Telugu,spotify:track:0pQ1wgWszm4PRX1BwNFUqp,0.665,0.525,6,-9.741,0,0.0441,0.159,0.00864,0.0917,0.786,74.994,audio_features,0pQ1wgWszm4PRX1BwNFUqp,https://api.spotify.com/v1/tracks/0pQ1wgWszm4PRX1BwNFUqp,https://api.spotify.com/v1/audio-analysis/0pQ1wgWszm4PRX1BwNFUqp,318433,4
0h4v9uXzT1qwXS5e9fkws2,"Ae Ajnabi (From ""Dil Se"")","['Udit Narayan', 'Mahalakshmi Iyer']",46,My Best Collection - Udit Narayan,spotify:track:0h4v9uXzT1qwXS5e9fkws2,0.726,0.323,11,-12.599,0,0.0372,0.588,0.0,0.0951,0.481,121.958,audio_features,0h4v9uXzT1qwXS5e9fkws2,https://api.spotify.com/v1/tracks/0h4v9uXzT1qwXS5e9fkws2,https://api.spotify.com/v1/audio-analysis/0h4v9uXzT1qwXS5e9fkws2,349493,4
4bPF3oy4JsKK1UeMMn7Byf,Aaj Ki Raat,"['Alisha Chinai', 'Mahalakshmi Iyer', 'Sonu Nigam']",55,Don,spotify:track:4bPF3oy4JsKK1UeMMn7Byf,0.738,0.823,1,-6.966,0,0.0658,0.00992,0.00627,0.0871,0.923,137.0,audio_features,4bPF3oy4JsKK1UeMMn7Byf,https://api.spotify.com/v1/tracks/4bPF3oy4JsKK1UeMMn7Byf,https://api.spotify.com/v1/audio-analysis/4bPF3oy4JsKK1UeMMn7Byf,368480,4
1J14CdDAvBTE1AJYUOwl6C,Arcade,['Duncan Laurence'],74,Small Town Boy (Track By Track),spotify:track:1J14CdDAvBTE1AJYUOwl6C,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,audio_features,1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C,185147,3
4Ld4kbKo1eOzToQ0P8JA0V,Arcade (feat. FLETCHER),"['Duncan Laurence', 'FLETCHER']",62,Small Town Boy,spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,audio_features,4Ld4kbKo1eOzToQ0P8JA0V,https://api.spotify.com/v1/tracks/4Ld4kbKo1eOzToQ0P8JA0V,https://api.spotify.com/v1/audio-analysis/4Ld4kbKo1eOzToQ0P8JA0V,187453,3
71KYvmtTDxWggYdmJP3tTV,Feel Your Love (Rapture),"['Duncan Laurence', 'Tanishk Bagchi', 'Ganesh Waghela']",52,Feel Your Love (Rapture),spotify:track:71KYvmtTDxWggYdmJP3tTV,0.577,0.879,10,-5.342,0,0.0318,0.407,0.00291,0.132,0.379,126.085,audio_features,71KYvmtTDxWggYdmJP3tTV,https://api.spotify.com/v1/tracks/71KYvmtTDxWggYdmJP3tTV,https://api.spotify.com/v1/audio-analysis/71KYvmtTDxWggYdmJP3tTV,190071,4
5e5XSjfqBk4mgRnQR1vu8Z,Arcade - Acoustic Version,['Duncan Laurence'],51,Arcade (Acoustic Version),spotify:track:5e5XSjfqBk4mgRnQR1vu8Z,0.316,0.146,9,-12.851,0,0.0397,0.935,2.03e-06,0.096,0.505,142.515,audio_features,5e5XSjfqBk4mgRnQR1vu8Z,https://api.spotify.com/v1/tracks/5e5XSjfqBk4mgRnQR1vu8Z,https://api.spotify.com/v1/audio-analysis/5e5XSjfqBk4mgRnQR1vu8Z,199237,4
0QTI2S5oOheSLU8WQuGmja,I Do,['Duncan Laurence'],44,Beste Zangers 2023 (Duncan Laurence),spotify:track:0QTI2S5oOheSLU8WQuGmja,0.302,0.12,5,-17.785,1,0.0398,0.859,0.0,0.0885,0.229,79.566,audio_features,0QTI2S5oOheSLU8WQuGmja,https://api.spotify.com/v1/tracks/0QTI2S5oOheSLU8WQuGmja,https://api.spotify.com/v1/audio-analysis/0QTI2S5oOheSLU8WQuGmja,171264,4
06NlEs1vkjU9kwA4hQHfMW,Love Don’t Hate It,['Duncan Laurence'],37,Small Town Boy (Track By Track),spotify:track:06NlEs1vkjU9kwA4hQHfMW,0.493,0.606,7,-7.892,0,0.0525,0.147,0.0,0.108,0.476,83.795,audio_features,06NlEs1vkjU9kwA4hQHfMW,https://api.spotify.com/v1/tracks/06NlEs1vkjU9kwA4hQHfMW,https://api.spotify.com/v1/audio-analysis/06NlEs1vkjU9kwA4hQHfMW,173027,4
2v4xTyZqO8rQyQgLGaFqx1,Don't Want A Heart,"['MELL VF', 'Duncan Laurence']",40,Beste Zangers 2023 (Mell),spotify:track:2v4xTyZqO8rQyQgLGaFqx1,0.553,0.333,2,-10.093,1,0.0295,0.342,0.0,0.161,0.114,79.794,audio_features,2v4xTyZqO8rQyQgLGaFqx1,https://api.spotify.com/v1/tracks/2v4xTyZqO8rQyQgLGaFqx1,https://api.spotify.com/v1/audio-analysis/2v4xTyZqO8rQyQgLGaFqx1,206037,3
1J9dEwMwKlPFAx4h0i4Det,Electric Life,['Duncan Laurence'],31,Skyboy,spotify:track:1J9dEwMwKlPFAx4h0i4Det,0.546,0.488,9,-6.483,1,0.0344,0.333,0.0,0.08,0.342,69.996,audio_features,1J9dEwMwKlPFAx4h0i4Det,https://api.spotify.com/v1/tracks/1J9dEwMwKlPFAx4h0i4Det,https://api.spotify.com/v1/audio-analysis/1J9dEwMwKlPFAx4h0i4Det,194256,4
4qkm5RxND46SFPywbBIAOg,Arcade - Instrumental Version,['Duncan Laurence'],41,Small Town Boy In A Big Arcade,spotify:track:4qkm5RxND46SFPywbBIAOg,0.511,0.186,9,-15.593,0,0.038,0.69,0.833,0.126,0.0645,143.87,audio_features,4qkm5RxND46SFPywbBIAOg,https://api.spotify.com/v1/tracks/4qkm5RxND46SFPywbBIAOg,https://api.spotify.com/v1/audio-analysis/4qkm5RxND46SFPywbBIAOg,183630,4
28HfRT3Zjmt1KgIZFjlWlW,Someone Else,['Duncan Laurence'],34,Small Town Boy (Track By Track),spotify:track:28HfRT3Zjmt1KgIZFjlWlW,0.594,0.534,11,-9.425,0,0.0541,0.787,1.74e-06,0.111,0.457,99.668,audio_features,28HfRT3Zjmt1KgIZFjlWlW,https://api.spotify.com/v1/tracks/28HfRT3Zjmt1KgIZFjlWlW,https://api.spotify.com/v1/audio-analysis/28HfRT3Zjmt1KgIZFjlWlW,184560,4
42TtHTxWk782ZBiqyOi2d1,Dawns (feat. Maggie Rogers),"['Zach Bryan', 'Maggie Rogers']",77,Dawns (feat. Maggie Rogers),spotify:track:42TtHTxWk782ZBiqyOi2d1,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4
4HfLQJtVT1KiX1eVedDyTm,Alaska,['Maggie Rogers'],69,Heard It In A Past Life,spotify:track:4HfLQJtVT1KiX1eVedDyTm,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,audio_features,4HfLQJtVT1KiX1eVedDyTm,https://api.spotify.com/v1/tracks/4HfLQJtVT1KiX1eVedDyTm,https://api.spotify.com/v1/audio-analysis/4HfLQJtVT1KiX1eVedDyTm,188000,4
6UnCGAEmrbGIOSmGRZQ1M2,Light On,['Maggie Rogers'],68,Heard It In A Past Life,spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,audio_features,6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/tracks/6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/audio-analysis/6UnCGAEmrbGIOSmGRZQ1M2,233880,4
6QTPacyXkZWG9FMwq6L1hJ,Love You For A Long Time,['Maggie Rogers'],66,Love You For A Long Time,spotify:track:6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.109,0.822,112.993,audio_features,6QTPacyXkZWG9FMwq6L1hJ,https://api.spotify.com/v1/tracks/6QTPacyXkZWG9FMwq6L1hJ,https://api.spotify.com/v1/audio-analysis/6QTPacyXkZWG9FMwq6L1hJ,223120,4
7Kzy7StKclwXPJWFIJ7l1X,In The Living Room,['Maggie Rogers'],65,In The Living Room,spotify:track:7Kzy7StKclwXPJWFIJ7l1X,0.452,0.786,7,-4.153,1,0.0319,0.0133,0.0,0.112,0.368,94.072,audio_features,7Kzy7StKclwXPJWFIJ7l1X,https://api.spotify.com/v1/tracks/7Kzy7StKclwXPJWFIJ7l1X,https://api.spotify.com/v1/audio-analysis/7Kzy7StKclwXPJWFIJ7l1X,263760,4
06qDEAG26TspT2yK2NLgEZ,The Kill,['Maggie Rogers'],63,Don't Forget Me,spotify:track:06qDEAG26TspT2yK2NLgEZ,0.404,0.865,2,-3.93,1,0.0903,0.041,0.0,0.224,0.493,119.857,audio_features,06qDEAG26TspT2yK2NLgEZ,https://api.spotify.com/v1/tracks/06qDEAG26TspT2yK2NLgEZ,https://api.spotify.com/v1/audio-analysis/06qDEAG26TspT2yK2NLgEZ,251600,4
5tlXwZ4m7dbRZyG4natJZ1,Don't Forget Me,['Maggie Rogers'],58,Don't Forget Me,spotify:track:5tlXwZ4m7dbRZyG4natJZ1,0.472,0.55,8,-4.278,1,0.0447,0.377,0.0,0.122,0.413,144.636,audio_features,5tlXwZ4m7dbRZyG4natJZ1,https://api.spotify.com/v1/tracks/5tlXwZ4m7dbRZyG4natJZ1,https://api.spotify.com/v1/audio-analysis/5tlXwZ4m7dbRZyG4natJZ1,265360,4
2VWU98gL9ePoBWzjttq3iC,So Sick Of Dreaming,['Maggie Rogers'],58,Don't Forget Me,spotify:track:2VWU98gL9ePoBWzjttq3iC,0.67,0.737,8,-5.007,1,0.0334,0.0736,4.53e-05,0.238,0.724,106.064,audio_features,2VWU98gL9ePoBWzjttq3iC,https://api.spotify.com/v1/tracks/2VWU98gL9ePoBWzjttq3iC,https://api.spotify.com/v1/audio-analysis/2VWU98gL9ePoBWzjttq3iC,232080,4
2CPLGREl5ahzA2WPBMkpxh,Fallingwater,['Maggie Rogers'],59,Heard It In A Past Life,spotify:track:2CPLGREl5ahzA2WPBMkpxh,0.389,0.322,2,-8.933,1,0.0355,0.613,0.000534,0.093,0.453,86.929,audio_features,2CPLGREl5ahzA2WPBMkpxh,https://api.spotify.com/v1/tracks/2CPLGREl5ahzA2WPBMkpxh,https://api.spotify.com/v1/audio-analysis/2CPLGREl5ahzA2WPBMkpxh,271200,4
6PyZGb1rB7oLKCICWTmGYa,Say It,['Maggie Rogers'],57,Heard It In A Past Life,spotify:track:6PyZGb1rB7oLKCICWTmGYa,0.557,0.496,10,-7.184,1,0.0332,0.208,0.00824,0.147,0.248,84.912,audio_features,6PyZGb1rB7oLKCICWTmGYa,https://api.spotify.com/v1/tracks/6PyZGb1rB7oLKCICWTmGYa,https://api.spotify.com/v1/audio-analysis/6PyZGb1rB7oLKCICWTmGYa,220960,4
20on25jryn53hWghthWWW3,Do It To It,"['ACRAZE', 'Cherish']",75,Do It To It,spotify:track:20on25jryn53hWghthWWW3,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890,4
2Jn3wcH9TSCFMQjlWreTft,Unholy (feat. Kim Petras) - ACRAZE Remix,"['Sam Smith', 'Kim Petras', 'ACRAZE']",60,Unholy (feat. Kim Petras) [ACRAZE Remix],spotify:track:2Jn3wcH9TSCFMQjlWreTft,0.746,0.896,1,-5.226,1,0.121,0.0025,0.000704,0.123,0.367,130.062,audio_features,2Jn3wcH9TSCFMQjlWreTft,https://api.spotify.com/v1/tracks/2Jn3wcH9TSCFMQjlWreTft,https://api.spotify.com/v1/audio-analysis/2Jn3wcH9TSCFMQjlWreTft,176500,4
2XKsHHNCtKqk9cF35TRFyC,Do It To It - Tiësto Remix,"['ACRAZE', 'Tiësto', 'Cherish']",58,Do It To It (Tiësto Remix),spotify:track:2XKsHHNCtKqk9cF35TRFyC,0.636,0.892,2,-5.573,1,0.0386,0.000422,0.0954,0.156,0.456,125.003,audio_features,2XKsHHNCtKqk9cF35TRFyC,https://api.spotify.com/v1/tracks/2XKsHHNCtKqk9cF35TRFyC,https://api.spotify.com/v1/audio-analysis/2XKsHHNCtKqk9cF35TRFyC,125280,4
6h5y2LCqCQudsCarn61CNE,Believe (feat. Goodboys),"['ACRAZE', 'Goodboys']",57,Believe (feat. Goodboys),spotify:track:6h5y2LCqCQudsCarn61CNE,0.66,0.872,1,-5.194,0,0.0424,0.00683,0.000138,0.129,0.383,123.971,audio_features,6h5y2LCqCQudsCarn61CNE,https://api.spotify.com/v1/tracks/6h5y2LCqCQudsCarn61CNE,https://api.spotify.com/v1/audio-analysis/6h5y2LCqCQudsCarn61CNE,188710,4
1EXDjOpV3Lbiv8CzJ7caHs,Take Me Away,['ACRAZE'],57,Take Me Away,spotify:track:1EXDjOpV3Lbiv8CzJ7caHs,0.728,0.983,11,-4.098,0,0.077,0.000194,0.866,0.268,0.744,126.039,audio_features,1EXDjOpV3Lbiv8CzJ7caHs,https://api.spotify.com/v1/tracks/1EXDjOpV3Lbiv8CzJ7caHs,https://api.spotify.com/v1/audio-analysis/1EXDjOpV3Lbiv8CzJ7caHs,179529,4
